charactor,text
サーバル,はいはーい！ わたし行ってみたーい！
サーバル,よーし、行くよー！
サーバル,ほいっ、ほいっ、ほいっ、ほいっと！
ジャガー,おおー！
コツメカワウソ,おおー！
コツメカワウソ,わはー、次わたし、わたしもやる！
ジャガー,すごいね、魔法みたい。
サーバル,そうでしょ、かばんちゃんってすっごいんだよ。
かばん,えへへ、じゃあ、本番やってみましょう。
サーバル,うーん！ ううおお…くっみんみんみみみみふうう…とーっ！
ジャガー,やったー！
かばん,やったー！
コツメカワウソ,やったー！
サーバル,ボス、これで大丈夫なんだよね。
コツメカワウソ,じゃあいくよ！ せーの！
ジャガー,おおー！
コツメカワウソ,おおー！
サーバル,おおー！
かばん,おおー！
サーバル,バスだ！
コツメカワウソ,これでバスできたの？ バスになったの？
ジャガー,いや、わからん。
コツメカワウソ,乗るの？ 乗るの？
サーバル,あ、ボス、なんか始めるの？
かばん,ラッキーさん、何するんでしょうか。
ジャガー,どうなるか、全然わからん！
ジャガー,おおー！
コツメカワウソ,おおー！
サーバル,おおー！
かばん,おおー！
サーバル,あれ…？ 静かになっちゃったよ？
かばん,ですね…？
コツメカワウソ,えっ、死んじゃった？ バス死んじゃった？
ジャガー,え…寝ただけじゃないか？
ラッキービースト,なるほど、電池がなくなってるみたい。
サーバル,え？ 電池って？
ラッキービースト,これが電池だよ。
ラッキービースト,今、空っぽみたいなんだ。
コツメカワウソ,よくわかんないけど、遊べないってことかー。
かばん,それって、増やしたりできるんですか？
ラッキービースト,あそこの山頂にある、ジャパリカフェの屋上で、充電できるよ。
かばん,ど…どうやっていくんですか…？
サーバル,うおー！
かばん,あっ？
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,旭プロダクション宮城白石スタジオ、石本智之、伊藤隆洋、長谷部祐介、渋谷佳樹
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,東武動物公園、天王寺動物園
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
イワビー,今週は、アルパカを紹介するぜ。
フルル,アルパカ…？
イワビー,つばを飛ばすらしいから。
プリンセス,攻撃…してるってこと？
イワビー,愛情表現かも。
コウテイ,マーケティング…マーケティングじゃないや。
プリンセス,マーケティング！？
ジェーン,マーケティング！？
イワビー,次回、こうざん。
コツメカワウソ,うわあ…。
かばん,うわあ…。
サーバル,うわあ…。
かばん,どうやって登るんですかこれ…？
ラッキービースト,任せて。 ぴったりのコースが、あるんだ。
サーバル,とりあえず、付いていこうか。
ジャガー,じゃああたし達、バスを見てるね。
コツメカワウソ,遊んどくねー。
かばん,よろしくお願いします。
サーバル,なあにここー？
ラッキービースト,さあ、ここからロープウェーに乗り、乗り、の、り…。
ラッキービースト,検索中、検索中。
かばん,またあ？
サーバル,またあ？
サーバル,これ、通っていけないかな？
サーバル,よっ…と。 …うわー！
かばん,サーバルちゃん！
サーバル,どうしよっか…ボスはこの調子だし。
サーバル,崖沿いに登ってみる？ あの辺から、登れそうだよ。
かばん,ぼくには、ちょっと無理かも。
かばん,あっ？
サーバル,あっ？
トキ,ふう…。
トキ,わたしはートキー♪
かばん,えっ？
サーバル,えっ？
トキ,仲間を探してるー♪
トキ,どこにいるの仲間達♪
トキ,わたしの仲間ー♪
トキ,探しーてくださいー♪
トキ,あー、仲間…。
サーバル,ふえー…。
かばん,あは、あはは…。 
サーバル,すごい、声だね…。
かばん,うん。 すごいね！
トキ,こんにちは。 よっと。 
トキ,初めまして。 わたしはトキ。 わたしの歌どうだった？
サーバル,ち、力強い、ね。
かばん,羽がふさふさして、とってもきれいでした。
トキ,うふふ。
トキ,ありがとう。 やっぱり誰かに聞いてもらうのって、いいわね。
サーバル,なんだかふたり、嬉しそうでよかった。
トキ,アンコール、ということかしら。
サーバル,ええっ？
トキ,わたーしはトキー♪
サーバル,ううう。 あとで、あとで、ゆっくり、ね！？
トキ,仲間を探してるー♪
原作,けものフレンズプロジェクト
コンセプトデザイン,吉崎観音
企画,廣部琢之、加藤英治、山田昇、柳田一哉、ビンセント・ショーティノ、柴野達夫、池本浩史、梶井斉、寺井禎浩、濱田直樹、長畑克也、武智恒雄
特別協力,竹林昇、宮原亜希子
シリーズ構成,田辺茂範
作画監督,伊佐佳久
美術監督,白水優子
撮影監督,石山智之
音響監督,阿部信行
オープニングテーマ,「ようこそジャパリパークへ」どうぶつビスケッツ×PPP、作詞・作編曲: 大石昌良
音楽,立山秋航
音楽プロデューサー,内田峻
音楽制作,ビクターエンタテインメント
音楽協力,テレビ東京ミュージック
アニメーション プロデューサー,福原慶匡
アニメーション制作,ヤオヨロズ
プロデューサー,細谷伸之、岡本泰幸、清水美佳、福田聡、秋尾浩史、石垣吉彦、工藤大丈、塩田友、和泉勇一、福田順
監督,たつき
製作,けものフレンズプロジェクトA
トキ,こんなところで何してたの？
かばん,山頂にいきたいんです。
サーバル,ボスがここから楽にいけるって言ってたんだけど…。
トキ,よかったら運ぶわよ。 この山の上通るつもりだったし。
サーバル,ほんとに？ そんなことできるの？
トキ,ひとりぐらいなら、たぶん。
サーバル,ふん！
サーバル,かばんちゃんじゃないと、ボスと喋れないから、頼むね。
かばん,ほんとに、大丈夫？ 待っててもらったほうが…。
サーバル,平気。 山頂にあるんでしょ？ どっちが先に着くか、競争だよ。
トキ,わたし達もいくわよ。
かばん,うわぁ…！ すごいですね、飛んでる！
トキ,空は初めて？
かばん,はい！
かばん,重たくありません？
トキ,平気よ。 わたし、もともと大きい羽だったし、この羽は動物だった頃より、便利に飛べるの。
